cause,resolution,object_id,work_order_id,date_initiated,date_started,date_finished,asset_type,asset_group,description,priority,status,street_class,quantity,unit,address,district,x,y,project_name,flag_bad_date,work_type,is_active,age_days,days_to_finish,is_storm,needs_traffic_control,needs_nsp,waiting_tender,has_coords,tree_dist_m,match_conf,tree_id,species_common,dbh_class,wires,loc_gen,year_planted,is_ash,n_trees_25m,max_dbh_25m,any_wires_25m,any_ash_25m
,,79422,317611,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MINOR COLLECTOR,1.0,SLABS,POPLAR DR (CIVIC 122 TO ELM),4,-7068484.11726635,5570315.33680216,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,2.5912585978911955,high,TRE238250,Sugar Maple,2,False,ROW,,False,4,3.0,True,False
,,79423,317612,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,SAND KEY DR (SUN KEY DR TO SEA SPRAY DR),3,-7064383.17576057,5558639.02334921,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,0.7187730466614979,high,TRE537431,Tulip Tree,1,True,ROW,2014,False,22,2.0,True,False
,,79424,317613,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,MELLOR AVE (WRIGHT TO DRIVEWAY),6,-7077719.46900568,5575696.48801498,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,2.0252178960122587,high,TRE206777,Bur Oak,2,False,ROW,,False,4,2.0,False,True
,,79425,317614,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,WILKINSON AVE (JENNETT TO CIVIC 825),6,-7076211.75172417,5577087.73661156,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,12.295200113552278,low,,,,,,,,3,2.0,True,True
,,79426,317615,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,WILKINSON AVE (CUTLER TO END),6,-7076861.80608202,5577981.04743286,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,3.0316987539452307,high,TRE205452,Sugar Maple,1,True,ROW,,False,3,2.0,True,False
,,79427,317616,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,GUILDFORD AVE (CIVIC 80 (N) TO END),6,-7077379.16823232,5576994.05349766,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,8.570648629041685,med,TRE204862,Freeman Maple,1,True,ROW,2021,False,3,2.0,True,False
,,79428,317617,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,DOREY AVE (CIVIC 122 (S) TO CIVIC 122 (N)),6,-7077866.08010292,5576276.35261162,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,2.1921553751655116,high,TRE204541,Amur Maple,2,True,ROW,,False,4,3.0,True,False
,,79429,317618,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,DOREY AVE (MCLOUGHLIN ENT TO FRAZEE),6,-7077947.94793046,5576554.64466982,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,4.9999842230266,high,TRE204663,Norway Maple,3,False,ROW,,False,4,3.0,True,False
,,79430,317619,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,SHUBIE DR (EMPIRE ENT (E) TO EMPIRE ENT (C)),6,-7075424.81124206,5575441.24635776,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,1.4823427352155205,high,TRE205704,Green Ash,2,False,ROW,,True,3,3.0,False,True
,,79431,317620,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,SHUBIE DR (EMPIRE ENT (C) TO EMPIRE ENT (W)),6,-7075570.64492836,5575493.57373857,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,2.104293344319976,high,TRE205697,Green Ash,2,False,ROW,,True,2,2.0,False,True
,,79432,317621,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,SHUBIE DR (EMPIRE ENT (W) TO MONTANAS ENT),6,-7075570.64492836,5575493.57373857,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,2.104293344319976,high,TRE205697,Green Ash,2,False,ROW,,True,2,2.0,False,True
,,79433,317622,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,SHUBIE DR (FOULIS ROW TO HECTOR),6,-7075651.83942453,5575474.14713933,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,12.949161300455925,low,,,,,,,,2,2.0,False,True
,,79434,317623,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,GEORGE ST (PINEHILL TO END),15,-7088328.71169495,5584880.11297497,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,4.60173842995735,high,TRE261121,Red Maple,2,True,ROW,,False,4,5.0,True,False
,,79435,317624,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,WINDWOOD DR (CIVIC 54 TO BAKER),14,-7092101.05021755,5586899.05782888,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,14.27576814307423,low,,,,,,,,1,1.0,False,False
,,79436,317626,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MINOR COLLECTOR,1.0,SLABS,SPRINGFIELD LAKE ROA (NEW SECTION START TO NORTH BROOK),14,-7094742.87177856,5591880.46224158,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,981.4275338530532,none,,,,,,,,0,,False,False
,,79437,317629,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,STARLING ST (FLAMINGO TO WREN),10,-7085515.54457193,5570452.2798657,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,43.10015763621866,none,,,,,,,,0,,False,False
,,79438,317630,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,CHARTWELL LANE (LINCOLN TO BANBURY),10,-7085885.30301361,5568825.88072324,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,6.480967053747987,med,TRE144604,Maple,3,True,ROW,,False,4,4.0,True,False
,,79440,317632,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,SMART ST (EVANS TO GLENFOREST),10,-7084305.78607735,5568088.31149274,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,87.29209832087297,none,,,,,,,,0,,False,False
,,79441,317633,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,ARMVIEW AVE (QUINPOOL TO TUPPER GRV),9,-7081169.58014478,5565057.33947585,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,6.7148256675854405,med,TRE148117,Norway Maple,3,False,ROW,,False,3,6.0,False,True
,,79442,317634,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,OAKLAND RD (WATERLOO TO CARTARET),7,-7078468.19742262,5564100.51074334,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,4.082348817343891,high,TRE131323,Norway Maple,7,True,ROW,,False,6,7.0,True,True
,,79443,317635,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,WATERLOO ST (FRASER TO SOUTH),7,-7078490.44050897,5564315.18034734,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,2.082437693615847,high,TRE129586,Maple,4,True,ROW,,False,3,5.0,True,False
,,79444,317636,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,DAVIS ST (SOUTH TO FRASER),7,-7078409.95090036,5564271.13932169,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,3.3255442360441223,high,TRE129581,Norway Maple,5,True,ROW,,False,9,7.0,True,False
,,79445,317637,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,HENRY ST (JUBILEE TO BINNEY),7,-7078830.94316691,5565402.87277035,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,4.645196096874163,high,TRE130586,American Elm,6,True,ROW,,False,6,6.0,True,False
,,79446,317638,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,High,OPEN,MAJOR COLLECTOR,1.0,SLABS,VERNON ST (COBURG TO WATT),7,-7078871.946,5564902.201,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,4.496386356620724,high,TRE132635,American Elm,6,True,ROW,,False,10,6.0,True,True
,,79447,317639,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,VERNON ST (PEPPERELL TO SHIRLEY),7,-7079185.76071516,5565807.58620383,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,2.5301172534517278,high,TRE130324,Pioneer elm,1,False,ROW,,False,8,7.0,True,False
,,79448,317640,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,WALNUT ST (JUBILEE TO WATT),7,-7079208.56351049,5565052.0865366,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,7.7454166822535075,med,TRE132155,Norway Maple,4,True,ROW,,False,5,5.0,True,False
,,79449,317641,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,CHESTNUT ST (COBURG TO WATT),7,-7079222.90856914,5564964.9211224,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,2.50005050925895,high,TRE132079,Linden,4,True,ROW,,False,9,6.0,True,False
,,79450,317642,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,PRESTON ST (YORK TO CORNWALL),7,-7079640.1321647,5565326.62811249,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,5.176312864013523,med,TRE128486,Ginkgo,3,True,ROW,,False,6,7.0,True,False
,,79451,317643,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,LINDEN ST (GARDEN TO VERNON),7,-7079177.97489847,5565612.87862475,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,6.396012383143296,med,TRE130367,Linden,4,True,ROW,,False,8,7.0,True,False
,,79452,317644,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,GRANT ST (STANHOPE TO END),7,-7077387.3348929,5563007.03115083,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,82.01471462699826,none,,,,,,,,0,,False,False
,,79453,317645,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MINOR COLLECTOR,1.0,SLABS,ATLANTIC ST (BRIDGES TO TOWER),7,-7077427.25639405,5563592.80039096,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,1.9585996349226806,high,TRE269807,Sugar Maple,1,True,ROW,2024,False,1,1.0,True,False
,,79454,317646,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MINOR COLLECTOR,1.0,SLABS,YOUNG AVE (POINT PLEASANT TO OGILVIE),7,-7076803.57170762,5563066.33513858,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,19.636320538697642,low,,,,,,,,3,6.0,False,False
,,79455,317647,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MINOR COLLECTOR,1.0,SLABS,YOUNG AVE (SOUTHWOOD TO ATLANTIC),7,-7077068.32932395,5563744.11125757,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,2.4364695285044173,high,TRE130867,Norway Maple,4,False,ROW,,False,6,7.0,False,False
,,79456,317648,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,YOUNG AVE (ATLANTIC TO INGLIS),7,-7077180.43827291,5563835.63766446,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,5.047591331617547,med,TRE130872,Elm,8,False,ROW,,False,2,8.0,False,False
,,79457,317649,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MAJOR COLLECTOR,1.0,SLABS,RUSSELL ST,8,-7079638.768,5568435.358,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,37.9584068390653,none,,,,,,,,0,,False,False
,,79458,317650,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,RUSSELL ST,8,-7079805.783,5568176.085,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,12.898264421811824,low,,,,,,,,2,4.0,True,False
,,79459,317651,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,KAYE ST (DEVONSHIRE TO VINCENT),8,-7079382.24257554,5568680.16138132,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,11.405957521751322,low,,,,,,,,8,5.0,True,False
,,79461,317653,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,ARTERIAL,1.0,SLABS,STANLEY ST (ROBIE TO MASSACHUSETTS),8,-7080692.22520081,5568423.89817246,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,22.14089715548361,none,,,,,,,,2,4.0,True,False
,,79462,317654,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,STANLEY PL (NOVALEA TO ISLEVILLE),8,-7080221.20649454,5568833.66044006,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,2.2442899990400247,high,TRE138175,Linden,4,False,ROW,,False,7,6.0,False,False
,,79463,317655,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,MERKEL PL (NOVALEA TO ISLEVILLE),8,-7080430.02998791,5568909.58108154,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,6.755057576671755,med,TRE138071,American Elm,5,True,ROW,,False,2,5.0,True,False
,,79464,317656,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,LEEDS ST (LEAMAN ST TO HIGHLAND AVE),8,-7081256.513,5569458.536,,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,4.522307700474261,high,TRE141160,Northern Red Oak,2,True,ROW,,False,10,6.0,True,True
,,79465,317657,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,HIGH ST (LEEDS TO NORMANDY),8,-7081487.94172269,5569112.52905693,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,3.530225846544583,high,TRE137011,Norway Maple,4,False,ROW,,False,4,5.0,True,False
,,79466,317658,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,"BASINVIEW DR, HALIFAX",8,-7081834.358,5569306.057,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,7.455117606195169,med,TRE137634,American Elm,2,False,ROW,,False,9,8.0,True,False
,,79467,317659,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,GLEBE ST (LYNCH TO KENCREST),8,-7080907.22109007,5570088.27590438,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,3.7645839897927433,high,TRE141123,Norway Maple,5,False,ROW,,False,3,5.0,True,False
,,79468,317660,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MAJOR COLLECTOR,1.0,SLABS,ACADIA ST (ROOME TO END),8,-7080367.40957396,5569319.50937765,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,4.18778901334139,high,TRE140195,Linden,6,True,ROW,,False,7,7.0,True,False
,,79469,317661,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,VESTRY ST (ALBERT TO LYNCH),8,-7080569.03482199,5569871.39349038,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,8.482446221266121,med,TRE139212,Norway Maple,6,True,ROW,,False,4,6.0,True,False
,,79470,317662,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MINOR COLLECTOR,1.0,SLABS,VESTRY ST (NOVALEA TO ACADIA),8,-7080752.14280404,5569492.02933504,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,3.7576014347437416,high,TRE140837,Sycamore Maple,5,True,ROW,,False,6,5.0,True,False
,,79471,317663,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,ROOME ST (ACADIA TO DARTMOUTH),8,-7080422.42384255,5569431.93570006,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,4.679658772682575,high,TRE140263,Norway Maple,4,True,ROW,,False,3,6.0,True,False
,,79472,317664,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,ROBIE ST (BASINVIEW TO MEMORIAL),8,-7081971.76146319,5569388.58535706,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,3.5936786368065663,high,TRE136211,Norway Maple,6,True,ROW,,False,8,7.0,True,True
,,79473,317665,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,ARTILLERY PL (QUEEN TO DRESDEN),7,-7077475.82992091,5565553.10892054,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,5.203578956682547,med,TRE133065,Callery Pear,3,True,ROW,,False,8,3.0,True,False
,,79474,317666,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,COLLEGE ST,7,-7078017.508,5565152.073,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,4.5417465981517005,high,TRE130690,American Elm,7,False,ROW,,False,12,7.0,True,False
,,79475,317667,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,CARLTON ST (COLLEGE TO SPRING GARDEN),7,-7078211.84084586,5565078.88892326,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,4.643604438595582,high,TRE130738,Norway Maple,5,False,ROW,,False,7,8.0,True,False
,,79476,317668,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,FLEETVIEW DR (BOSUN TO CIVIC 67),16,-7087861.814,5574215.926,,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,3.8315953403960874,high,TRE229972,Northern Hackberry,2,False,ROW,,False,6,2.0,True,False
,,79477,317669,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,1.0,SLABS,MAIN AVE (  TO  ),10,-7083608.79752535,5568143.69015646,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,140.18694944282376,none,,,,,,,,0,,False,False
,,79478,317671,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MINOR COLLECTOR,1.0,SLABS,( TO ),4,-7068124.46227939,5571074.17533079,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,17.7366371892619,low,,,,,,,,4,4.0,True,False
,,79479,317672,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,ARTERIAL,1.0,SLABS,GLENDALE BY PINEHILL DR ( TO ),15,-7087958.36006103,5585376.44258683,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,12.615747053486594,low,,,,,,,,3,6.0,True,True
,,79480,317673,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MAJOR COLLECTOR,1.0,SLABS,( TO ),3,-7072089.89788571,5567288.840931,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,11.324392665498172,low,,,,,,,,2,2.0,False,True
,,79481,317675,2023-02-07 12:00:00,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MAJOR COLLECTOR,1.0,SLABS,( TO ),5,-7077115.80418327,5569337.55096957,2021 AMEC WOOD SIDEWALK AUDIT,False,Unclassified Work Order from WOOD Sidewalk Audit,True,1312,,False,False,False,False,True,2.2842677244675045,high,TRE201603,Norway Maple,3,True,ROW,,False,11,9.0,True,False
