WORK_ORDER_CAUSE,RESOLUTION,OBJECT_ID,WORK_ORDER_ID,DATE_INITIATED,ACTUAL_START_DATE,ACTUAL_FINISH_DATE,ASSET_TYPE,ASSET_GROUP,DESCRIPTION,PRIORITY,STATUS,STREET_CLASSIFICATION,QUANTITY,UNIT,ADDRESS,DISTRICT,X_COORDINATE,Y_COORDINATE,PROJECT_NAME,OLD_STATUS,NEW_STATUS,NEW_DESCRIPTION
,,81139,319436,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MINOR COLLECTOR,7,SLABS,PORTLAND HILLS DR (WOODHAVEN TO BELLBROOK (N)),3,-7069353.10451474,5569018.13560807,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Japanese Tree Lilac at site."
,,81140,319437,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MAJOR COLLECTOR,8,SLABS,WALNUT ST (WATT TO COBURG),7,-7079119.22655893,5564818.05066689,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: major collector road, open 3.6 yrs, under wires Ginkgo at site."
,,81141,319438,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,8,SLABS,TOWER RD (RODGERS TO SOUTHWOOD),7,-7077440.36851335,5563366.91207309,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs."
,,81142,319439,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,ARTERIAL,8,SLABS,PRINCE ALBERT RD (EATON TO PLEASANT),5,-7075791.09867995,5569703.62084281,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs, large under wires White Ash at site."
,,81143,319440,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,ARTERIAL,8,SLABS,PORTLAND ST (EISENER BLVD TO TIM HORTONS),3,-7071693.22051328,5569963.46016324,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
,,81144,319442,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MAJOR COLLECTOR,7,SLABS,GRAFTON ST (SPRING GARDEN TO BLOWERS),7,-7076943.00626449,5565666.65541474,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: major collector road, open 3.6 yrs."
,,81145,319443,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,20,SLABS,LAHEY RD (CATHERINE TO CIVIC 54),6,-7078360.59654732,5571175.27503199,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs."
,,81146,319444,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,30,SLABS,BENTLY DR (LAUDERDALE TO SOPHIA),12,-7085637.14019624,5566065.60537908,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, Green Ash at site."
,,81147,319445,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,7,SLABS,COBURG RD (LEMARCHANT TO SEYMOUR),7,-7078860.50967172,5564727.91262027,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires American Elm at site."
,,81149,319447,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,7,SLABS,SHAMROCK DR (SLAYTER TO VICTORIA),5,-7077078.58310755,5570390.93936994,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Norway Maple at site."
,,81150,319448,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,7,SLABS,TULIP ST (MAPLE ST TO BEECH ST),5,-7076239.18982491,5570166.68219104,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, Norway Maple at site."
,,81151,319449,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,7,SLABS,CENTRAL AVE (ALEX TO HILL CRST),10,-7084177.23746802,5566903.00500199,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs."
,,81152,319450,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,ARTERIAL,8,SLABS,PORTLAND ST (BEL AYR AVE TO DORTHEA DR),3,-7069133.41218227,5569891.09178078,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
,,81153,319451,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MINOR COLLECTOR,8,SLABS,COLBY DR (CASTLEWOOD (S) TO DEERBROOKE),4,-7067639.35811061,5568732.03252626,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs."
,,81154,319452,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,8,SLABS,ST LAURENT PL (LILY POND TO RAVINE),10,-7086908.86171441,5572273.06402619,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs."
,,81155,319453,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,9,SLABS,ROBIE ST (CHERRY TO SHIRLEY),7,-7078894.34699915,5565749.57678065,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, Norway Maple at site."
,,81156,319454,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MINOR COLLECTOR,9,SLABS,OCEANLEA DR (REDOUBT TO SHORE RD),3,-7066898.75689309,5559762.36547085,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs."
,,81157,319455,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MINOR COLLECTOR,12,SLABS,TOPSAIL BLVD (PLAZA DR TO SELMA DR),3,-7070454.31526035,5571787.60844466,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Accolade Elm at site."
,,81159,319457,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,ARTERIAL,18,SLABS,"COLE HARBOUR RD, R (HUGHALLEN TO OTAGO)",4,-7068390.64826923,5569937.07918615,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
,,81160,319458,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,ARTERIAL,47,SLABS,"QUINPOOL RD, HALIFAX",8,-7079631.064,5565879.433,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
,,81161,319459,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MAJOR COLLECTOR,8,SLABS,TACOMA DR (TACOMA CTR ENTRANCE TO GORDON),6,-7073131.09585515,5571404.78964658,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: major collector road, open 3.6 yrs."
,,81162,319460,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,8,SLABS,BRULE ST (BURKE TO END),6,-7078215.32836313,5572148.6876513,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs."
,,81163,319461,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,8,SLABS,FRANCES ST (CAIRN TO MURRAY),5,-7077709.24636844,5570433.7593105,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, Freeman Maple at site."
,,81165,319463,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MAJOR COLLECTOR,8,SLABS,WRIGHT AVE (N) (JOHN SAVAGE TO WILLIAMS),6,-7077430.30236427,5575875.71458197,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: major collector road, open 3.6 yrs."
,,81166,319464,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MAJOR COLLECTOR,8,SLABS,WRIGHT AVE (BURNSIDE TO VENTURE RUN),6,-7078633.20823248,5575544.20272585,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: major collector road, open 3.6 yrs, Green Ash at site."
,,81167,319465,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,8,SLABS,BELLBROOK CRES (COLLINGWOOD TO PEBBLE CREEK),3,-7068938.51919814,5568296.54292728,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Japanese Tree Lilac at site."
,,81168,319466,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MAJOR COLLECTOR,8,SLABS,TOWER RD (INGLIS TO GORSEBROOK),7,-7077528.66765256,5564033.92592649,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: major collector road, open 3.6 yrs."
,,81169,319467,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MAJOR COLLECTOR,9,SLABS,WINDMILL RD (JAMIESON TO GROVE),5,-7078378.95154099,5569932.03062376,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: major collector road, open 3.6 yrs."
,,81170,319468,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,ARTERIAL,9,SLABS,WYSE RD EAST (THISTLE TO NANTUCKET),5,-7077345.29515954,5569691.63755429,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
,,81171,319469,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MAJOR COLLECTOR,9,SLABS,PORTLAND ESTATES BLV (BARRY ALLEN TO PORTLAND ST),3,-7070877.194092,5569821.95395261,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: major collector road, open 3.6 yrs."
,,81172,319470,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,12,SLABS,MACLEAN AVE (EILEEN STUBBS TO BROWNLOW),6,-7077550.98413906,5573962.83180166,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs."
,,81173,319471,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,9,SLABS,BARRINGTON ST (HANOVER TO RICHMOND),8,-7079774.2279643,5569340.72030738,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs."
,,81174,319472,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,9,SLABS,BASSWOOD RUN (PEACHTREE TO BAKER),3,-7071602.03245525,5567541.53694035,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, Callery Pear at site."
,,81175,319473,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,9,SLABS,VEITH ST (HANOVER TO RICHMOND),8,-7079840.43483678,5569279.37325304,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs."
,,81177,319475,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,12,SLABS,HOWE ST (BEDFORD TO WYSE),5,-7078487.86433098,5570572.09582812,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs."
,,81179,319477,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,17,SLABS,SENTRY CRT (STARBOARD TO END),16,-7088138.75394189,5573476.76296753,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Japanese Tree Lilac at site."
,,81180,319478,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MINOR COLLECTOR,10,SLABS,TOWER RD (OGILVIE TO POINT PLEASANT),7,-7077109.50138893,5562927.64752206,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Green Ash at site."
,,81182,319481,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MAJOR COLLECTOR,17,SLABS,LACEWOOD DR (BRAEMOUNT TO LINCOLN CR),10,-7085744.64247626,5568776.09286421,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: major collector road, open 3.6 yrs."
,,81184,319483,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,11,SLABS,PRIMROSE ST (PINECREST DR TO CRYSTAL DR),6,-7078080.333,5572141.517,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, Norway Maple at site."
,,81185,319484,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,EXPRESSWAY,11,SLABS,FR HARRIS RD OVER PED BRIDGE * ( TO ),5,-7073167.19145853,5570792.87109548,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: expressway road, open 3.6 yrs."
,,81187,319487,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,14,SLABS,SUMMER FIELD WAY (BERRY HILL TO PORTLAND HILLS),3,-7069882.02628588,5569131.19561349,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Amur Maple at site."
,,81188,319488,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MINOR COLLECTOR,15,SLABS,LAKECREST DR (RAYMOND ST TO MOUNTAIN AVE),6,-7072864.77519812,5571806.1797754,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs."
,,81189,319489,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MINOR COLLECTOR,14,SLABS,PINE ST (THISTLE ST TO TULIP ST),5,-7076683.38077106,5570004.51971111,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs."
,,81190,319490,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MINOR COLLECTOR,22,SLABS,AUBURN DR (FOREST HILLS TO JOHN STEWART),4,-7067299.2963905,5572243.18860897,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Red Maple at site."
,,81191,319491,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MINOR COLLECTOR,13,SLABS,COLBY DR (CASTLEWOOD (N) TO HAMPTON GRN),4,-7067799.98443139,5569046.03366718,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, American Elm at site."
,,81192,319492,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,MINOR COLLECTOR,26,SLABS,JOHN STEWART DR (ROSEWAY TO ARKLOW),4,-7066651.10449745,5571075.16514576,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, Northern Red Oak at site."
,,81194,319494,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,ARTERIAL,26,SLABS,PLEASANT ST (SHIRLEY ST TO STATION RD),3,-7073486.2415878,5565778.80924101,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
,,81195,319496,2/7/2023 12:00:00 PM,,,TRN_SECTRAV,Right of Way,Unclassified Work Order from WOOD Sidewalk Audit,Low,OPEN,LOCAL STREET,30,SLABS,ESSON RD (END TO HERSHEY),5,-7074222.04268239,5568390.89131144,2021 AMEC WOOD SIDEWALK AUDIT,Low,Low,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Freeman Maple at site."
