rank,risk_score,priority,new_status,changed,pred_priority,p_low,p_medium,p_high,blocked,n_history,work_order_id,asset_type,work_type,status,cause,street_class,district,address,date_initiated,age_days,needs_traffic_control,needs_nsp,waiting_tender,is_storm,match_conf,species_common,dbh_class,wires,is_ash,max_dbh_25m,any_wires_25m,exposure,x,y,new_description
3651,23.0,Low,Low,False,,0.5375364944516279,0.41172183594703105,0.050741669601341015,False,61,316637,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,12,MAPLE GROVE AVE (CIVIC 177 TO AVIGNON),2023-02-07 12:00:00,1312,False,False,False,False,high,Accolade Elm,1.0,False,False,2.0,True,0.0,-7092961.2031631,5565551.76765324,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, Accolade Elm at site."
3652,23.0,Low,Low,False,,0.4929195240277179,0.4565214533640519,0.05055902260823004,False,61,316746,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,16,ROYAL MASTS WAY (OCEANVIEW TO FRED KEYES),2023-02-07 12:00:00,1312,False,False,False,False,high,Norway Maple,3.0,True,False,4.0,True,0.0,-7088983.454,5575888.888,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Norway Maple at site."
3653,23.0,Low,Low,False,,0.44362082960898414,0.5065434190777263,0.04983575131328956,False,61,316800,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,8,WILLOW ST (ROBIE TO AGRICOLA),2023-02-07 12:00:00,1312,False,False,False,False,med,Eastern Hophornbeam,2.0,False,False,6.0,True,0.0,-7079217.90850974,5567310.14510497,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, Eastern Hophornbeam at site."
3654,23.0,Low,Low,False,,0.3267540833377577,0.6229839439780042,0.05026197268423817,False,61,316877,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,5,FAIRBANKS ST (MOTT TO HARE),2023-02-07 12:00:00,1312,False,False,False,False,med,Northern Red Oak,1.0,True,False,2.0,True,0.0,-7077475.51711236,5569187.30928744,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Northern Red Oak at site."
3655,23.0,Low,Low,False,,0.5433579909205343,0.406091953200414,0.05055005587905166,False,61,316881,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,8,"HARVARD ST, HALIFAX",2023-02-07 12:00:00,1312,False,False,False,False,high,American Elm,,False,False,7.0,True,0.0,-7079797.131,5566312.72,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, American Elm at site."
3656,23.0,Low,Low,False,,0.49077267648576967,0.45902746411563516,0.05019985939859507,False,61,316910,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,3,NORM NEWMAN DR (EISENER TO BAKER),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,,False,0.0,-7071583.46119153,5569689.44162925,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs."
3657,23.0,Low,Low,False,,0.49897346399909054,0.4514924004451803,0.04953413555572927,False,61,316914,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,12,SALZBURG PL (BENTLY TO END),2023-02-07 12:00:00,1312,False,False,False,False,med,Callery Pear,3.0,True,False,3.0,True,0.0,-7085760.04591335,5566124.69819722,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Callery Pear at site."
3658,23.0,Low,Low,False,,0.3267540833377577,0.6229839439780042,0.05026197268423817,False,61,316990,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,5,MOTT ST (FAIRBANKS AVE TO SHORE),2023-02-07 12:00:00,1312,False,False,False,False,med,Northern Red Oak,1.0,True,False,2.0,True,0.0,-7077475.51711236,5569187.30928744,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Northern Red Oak at site."
3659,23.0,Low,Low,False,,0.3590862450965263,0.5903079658072157,0.05060578909625789,False,61,317283,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,5,PROMISE GRV (STONE RIDGE TO VIRIDIAN),2023-02-07 12:00:00,1312,False,False,False,False,med,Callery Pear,3.0,True,False,3.0,True,0.0,-7076181.57433197,5572862.52905659,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Callery Pear at site."
3660,23.0,Low,Low,False,,0.44362082960898414,0.5065434190777263,0.04983575131328956,False,61,317304,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,8,AGRICOLA ST (NORTH TO WILLOW),2023-02-07 12:00:00,1312,False,False,False,False,med,Eastern Hophornbeam,2.0,False,False,6.0,True,0.0,-7079217.90850974,5567310.14510497,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, Eastern Hophornbeam at site."
3661,23.0,Low,Low,False,,0.7512384547724117,0.19927434670992566,0.049487198517662714,False,61,317487,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,,11,GRENOBLE CRT (COWIE HILL TO END),2023-02-07 12:00:00,1312,False,False,False,False,med,American Elm,2.0,False,False,2.0,False,0.0,-7082147.24046319,5562513.99977766,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, American Elm at site."
3662,23.0,Low,Low,False,,0.4908087308303683,0.45883776167183227,0.05035350749779952,False,61,317741,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,7,UNIVERSITY AVE (HENRY TO SEYMOUR),2023-02-07 12:00:00,1312,False,False,False,False,med,Callery Pear,1.0,True,False,6.0,True,0.0,-7078729.03327911,5564772.76665828,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Callery Pear at site."
3663,23.0,Low,Low,False,,0.35922946764424313,0.5901277705082348,0.05064276184752213,False,61,317749,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,5,KING ST (PORTLAND TO QUEEN),2023-02-07 12:00:00,1312,False,False,False,False,low,,,,,6.0,True,0.0,-7076254.59178123,5569072.77658502,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs."
3664,23.0,Low,Low,False,,0.31196222908599336,0.6386982247171807,0.04933954619682598,False,61,317833,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,5,MAYNARD ST (END TO SUMMIT),2023-02-07 12:00:00,1312,False,False,False,False,med,Norway Maple,7.0,True,False,7.0,True,0.0,-7074624.60977239,5569550.79599179,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, large under wires Norway Maple at site."
3665,23.0,Low,Low,False,,0.2805806532367251,0.6702115986580102,0.049207748105264876,False,61,317884,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,5,CLEMENT ST (HASTINGS TO FENWICK),2023-02-07 12:00:00,1312,False,False,False,False,high,American Elm,1.0,False,False,1.0,False,0.0,-7073942.32930542,5568943.81773701,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, American Elm at site."
3666,23.0,Low,Low,False,,0.37007337121112394,0.5803153466193424,0.04961128216953361,False,61,317897,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,5,SYMONDS ST (RICHMOND TO WYSE),2023-02-07 12:00:00,1312,False,False,False,False,med,Norway Maple,6.0,True,False,6.0,True,0.0,-7078224.61739308,5570593.8680174,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Norway Maple at site."
3667,23.0,Low,Low,False,,0.6612206371898876,0.28902956102538246,0.04974980178473008,False,61,318138,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,16,ALPINE CRT (BASINVIEW TO END),2023-02-07 12:00:00,1312,False,False,False,False,med,Northern Hackberry,2.0,True,False,2.0,True,0.0,-7088724.77311104,5579229.1580729,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Northern Hackberry at site."
3668,23.0,Low,Low,False,,0.5353774364612782,0.41463529383624426,0.0499872697024775,False,61,318223,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,12,BROADHOLME LN (KEARNEY LAKE TO BUS STOP),2023-02-07 12:00:00,1312,False,False,False,False,low,,,,,3.0,True,0.0,-7088104.675,5571863.184,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs."
3669,23.0,Low,Low,False,,0.46085720807931085,0.48929665333579886,0.049846138584890294,False,61,318256,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,3,REGAL RD (BAYS WATER TO MEDWAY CRT),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,3.0,False,0.0,-7070337.473,5570456.225,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs."
3670,23.0,Low,Low,False,,0.49077267648576967,0.45902746411563516,0.05019985939859507,False,61,318428,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,3,ELSWICK ST (WAYNEWOOD DR TO BROMPTON),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,,False,0.0,-7072497.0491995,5566511.93443354,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs."
3671,23.0,Low,Low,False,,0.4192282707829727,0.5310876252943825,0.04968410392264494,False,61,318617,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,4,HIRANDALE CRES (OLD LAWRENCETOWN RD TO AUBURN),2023-02-07 12:00:00,1312,False,False,False,False,med,Northern Red Oak,2.0,True,False,3.0,True,0.0,-7066691.159916,5572351.88127724,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Northern Red Oak at site."
3672,23.0,Low,Low,False,,0.4974629591388993,0.4529551432980789,0.04958189756302179,False,61,318747,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,16,MOIRS MILL RD (AZITA TO START EXPOSED AGGREG.),2023-02-07 12:00:00,1312,False,False,False,False,high,Freeman Maple,3.0,False,False,4.0,True,0.0,-7088822.84,5576353.249,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, Freeman Maple at site."
3673,23.0,Low,Low,False,,0.49077267648576967,0.45902746411563516,0.05019985939859507,False,61,318812,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,3,RUSSELL LAKE DR (PORTLAND ESTATES BLV TO GEORGIAN CRT),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,,False,0.0,-7070832.10725347,5568489.80718973,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs."
3674,23.0,Low,Low,False,,0.37007337121112394,0.5803153466193424,0.04961128216953361,False,61,318862,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,5,WYSE RD (SYMONDS ST TO RUSSELL),2023-02-07 12:00:00,1312,False,False,False,False,med,Norway Maple,6.0,True,False,6.0,True,0.0,-7078224.617,5570593.868,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Norway Maple at site."
3675,23.0,Low,Low,False,,0.3882370357153235,0.5625738245260954,0.049189139758581045,False,61,318909,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,5,QUEEN ST (VICTORIA TO DUNDAS),2023-02-07 12:00:00,1312,False,False,False,False,med,Callery Pear,2.0,True,False,7.0,True,0.0,-7076096.80524976,5569343.45243352,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Callery Pear at site."
3676,23.0,Low,Low,False,,0.35301075632537826,0.5976642149233774,0.04932502875124441,False,61,319041,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,5,WENTWORTH ST (CHURCH TO NORTH),2023-02-07 12:00:00,1312,False,False,False,False,low,,,,,3.0,False,0.0,-7076466.79916196,5569400.08621179,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs."
3677,23.0,Low,Low,False,,0.3656906350949516,0.5843391735097914,0.049970191395257074,False,61,319183,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,5,ARGUS DR (TUTOR TO LANCASTER (N)),2023-02-07 12:00:00,1312,False,False,False,False,med,Northern Red Oak,2.0,False,False,3.0,False,0.0,-7076546.52264317,5572739.65181263,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, Northern Red Oak at site."
3678,23.0,Low,Low,False,,0.3093796908988931,0.640859102280749,0.049761206820357826,False,61,319277,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,15,EVANGELINE COURT (CIVIC 14 TO END),2023-02-07 12:00:00,1312,False,False,False,False,high,Red Maple,3.0,True,False,4.0,True,0.0,-7091692.03006282,5585903.94722046,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Red Maple at site."
3679,23.0,Low,Low,False,,0.37659129818423803,0.5730399200824067,0.050368781733355135,False,61,319379,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,5,EASTBROOK AVE (GRAHAM ST TO END),2023-02-07 12:00:00,1312,False,False,False,False,high,Norway Maple,5.0,True,False,6.0,True,0.0,-7077675.70295216,5570632.62901625,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Norway Maple at site."
3680,23.0,Low,Low,False,,0.3710253374086734,0.5787599444517494,0.05021471813957725,False,61,319405,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,5,WYNDHOLME AVE (MURRAY HILL DR TO HIGHWOOD ST),2023-02-07 12:00:00,1312,False,False,False,False,med,Callery Pear,2.0,True,False,5.0,True,0.0,-7075115.86122338,5570096.74379603,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Callery Pear at site."
3681,23.0,Low,Low,False,,0.34970410114112604,0.6002503543607499,0.05004554449812389,False,61,319429,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,5,MURRAY ST (GRAHAM ST TO FRANCES),2023-02-07 12:00:00,1312,False,False,False,False,med,Norway Maple,5.0,True,False,5.0,True,0.0,-7077715.30549632,5570580.61143413,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Norway Maple at site."
3682,23.0,Low,Low,False,,0.2825901487704013,0.6679806158883905,0.04942923534120818,False,61,319516,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,5,WOODLAND AVE (SLAYTER ST TO SHERIDAN),2023-02-07 12:00:00,1312,False,False,False,False,high,Freeman Maple,3.0,True,False,9.0,True,0.0,-7077643.74964431,5570999.89821636,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Freeman Maple at site."
3683,23.0,Low,Low,False,,0.2805806532367251,0.6702115986580102,0.049207748105264876,False,61,319544,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,5,FENWICK ST,2023-02-07 12:00:00,1312,False,False,False,False,high,American Elm,1.0,False,False,1.0,False,0.0,-7073942.329,5568943.818,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, American Elm at site."
3684,23.0,Low,Low,False,,0.3530742523532918,0.5974598246176701,0.04946592302903808,False,61,319549,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,5,"FOREST RD, DARTMOUTH",2023-02-07 12:00:00,1312,False,False,False,False,med,Norway Maple,6.0,False,False,6.0,True,0.0,-7076137.539,5571012.253,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, Norway Maple at site."
3685,23.0,Low,Low,False,,0.49077267648576967,0.45902746411563516,0.05019985939859507,False,61,319630,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,3,LEA ST (TOPSAIL BLVD TO WINDWARD AVE),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,,False,0.0,-7070136.78848213,5571610.5210493,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs."
3686,23.0,Low,Low,False,,0.3123344041566383,0.6379073785762585,0.049758217267103194,False,61,319682,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,7,MARLBOROUGH AVE (ROXTON TO END),2023-02-07 12:00:00,1312,False,False,False,False,med,Japanese Tree Lilac,1.0,True,False,6.0,True,0.0,-7078123.43244872,5563498.1944629,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Japanese Tree Lilac at site."
3687,23.0,Low,Low,False,,0.3568633054670757,0.5933211318371499,0.04981556269577445,False,61,319694,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,5,PORTLAND ST (RODNEY TO PRINCE AURTHUR),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,1.0,True,0.0,-7074478.33601708,5569349.95399914,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs."
3688,23.0,Low,Low,False,,0.3710253374086734,0.5787599444517494,0.05021471813957725,False,61,319720,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,5,MURRAY HILL DR (WYNDHOLME TO CIVIC # 2A),2023-02-07 12:00:00,1312,False,False,False,False,med,Callery Pear,2.0,True,False,5.0,True,0.0,-7075115.86122338,5570096.74379603,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Callery Pear at site."
3689,23.0,Low,Low,False,,0.6400283283898119,0.3094401417965731,0.05053152981361502,False,61,319820,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,8,ROBERTS ST (MAYNARD TO JAMES),2023-02-07 12:00:00,1312,False,False,False,False,high,Black Birch,2.0,False,False,2.0,False,0.0,-7078847.49672548,5567226.91778425,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, Black Birch at site."
3690,23.0,Low,Low,False,,0.4060132425645937,0.5441329973474834,0.04985376008792289,False,61,319863,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,10,RAVINE PARK CRES (ST. LAURENT TO ST. LAURENT),2023-02-07 12:00:00,1312,False,False,False,False,high,Unknown Species,4.0,True,False,4.0,True,0.0,-7086908.12765789,5572388.82110761,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Unknown Species at site."
3691,23.0,Low,Low,False,,0.44079562152170815,0.5098593434590248,0.04934503501926705,False,61,319896,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,8,ACADIA ST (RECTOR TO DUFFUS),2023-02-07 12:00:00,1312,False,False,False,False,high,Northern Red Oak,5.0,True,False,8.0,True,0.0,-7080512.25875811,5569536.45780794,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Northern Red Oak at site."
3692,23.0,Low,Low,False,,0.5868897455360751,0.3625733052427664,0.050536949221158575,False,61,319962,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,8,AGRICOLA ST (MERKEL TO COLUMBUS),2023-02-07 12:00:00,1312,False,False,False,False,high,Norway Maple,5.0,False,False,6.0,True,0.0,-7080660.90379827,5568686.09024731,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, Norway Maple at site."
3693,23.0,Low,Low,False,,0.5156227452857685,0.43354998665758665,0.05082726805664495,False,61,320076,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,16,HAZELTON HILL (GARY MARTIN TO LARKVIEW),2023-02-07 12:00:00,1312,False,False,False,False,high,American Basswood,2.0,False,False,2.0,True,0.0,-7092037.11566082,5577276.40154914,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, American Basswood at site."
3694,23.0,Low,Low,False,,0.44079562152170815,0.5098593434590248,0.04934503501926705,False,61,320430,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,LOCAL STREET,8,DUFFUS ST (ALBERT TO ACADIA),2023-02-07 12:00:00,1312,False,False,False,False,high,Northern Red Oak,5.0,True,False,8.0,True,0.0,-7080512.25875811,5569536.45780794,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, under wires Northern Red Oak at site."
