rank,risk_score,priority,new_status,changed,pred_priority,p_low,p_medium,p_high,blocked,n_history,work_order_id,asset_type,work_type,status,cause,street_class,district,address,date_initiated,age_days,needs_traffic_control,needs_nsp,waiting_tender,is_storm,match_conf,species_common,dbh_class,wires,is_ash,max_dbh_25m,any_wires_25m,exposure,x,y,new_description
1,74.2,High,High,False,High,0.007008433196553923,0.028464779616651854,0.9645267871867943,False,1184,426244,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,5,"370 PLEASANT ST, DARTMOUTH",2025-10-01 12:00:00,345,False,False,False,False,none,,,,,,False,0.5,-7073930.758,5566506.143,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
2,72.7,High,High,False,High,0.008893756195981536,0.05116402167677929,0.9399422221272392,False,1184,426237,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,3,"296 PLEASANT ST, DARTMOUTH",2025-10-01 12:00:00,345,False,False,False,False,low,,,,,1.0,True,0.5,-7074211.438,5567200.436,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
3,72.6,High,High,False,High,0.003386980158070131,0.018356224262061276,0.9782567955798686,False,1184,439704,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,5,"92 ALBRO LAKE RD, DARTMOUTH",2026-02-09 12:00:00,214,False,False,False,False,none,,,,,7.0,False,0.5,-7078146.658,5571180.504,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
4,72.5,High,High,False,High,0.0043395671627184445,0.022795530725565623,0.972864902111716,False,1184,438219,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,6,"200 MAIN ST, DARTMOUTH",2026-01-26 12:00:00,228,False,False,False,False,none,,,,,,False,0.5,-7072403.574,5571875.058,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
5,72.4,High,High,False,High,0.005355130425041529,0.015106220660910769,0.9795386489140476,False,1184,441494,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,5,"130 ALDERNEY DR, DARTMOUTH",2026-02-27 12:00:00,196,False,False,False,False,none,,,,,6.0,False,0.5,-7076034.134,5568888.832,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
6,72.3,High,High,False,High,0.009698559245712222,0.05135465947504455,0.9389467812792432,False,1184,428033,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,3,"380 PLEASANT ST, DARTMOUTH",2025-10-20 12:00:00,326,False,False,False,False,low,,,,,2.0,False,0.5,-7073810.201,5566310.462,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
7,72.2,High,High,False,High,0.00724836888696507,0.027869951875708624,0.9648816792373263,False,1184,437379,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,6,"107 MAIN ST, DARTMOUTH",2026-01-19 12:00:00,235,False,False,False,False,low,,,,,2.0,True,0.5,-7073328.925,5571558.121,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
8,72.2,High,High,False,High,0.006515533798353175,0.016428543712666704,0.9770559224889802,False,1184,441487,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,5,"130 ALDERNEY DR, DARTMOUTH",2026-02-27 12:00:00,196,False,False,False,False,low,,,,,6.0,False,0.5,-7076042.451,5568864.953,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
9,72.2,High,High,False,High,0.003345296204596923,0.014979901995631612,0.9816748017997715,False,1184,443462,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,5,"40 ALDERNEY DR, DARTMOUTH",2026-03-16 12:00:00,179,False,False,False,False,none,,,,,,False,0.5,-7076587.009,5568981.006,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
10,72.1,Medium,High,True,High,0.1699605605031709,0.12849862206330992,0.701540817433519,False,266,340626,TRN_SECTRAV,Brick Sidewalk - Brick Repair,OPEN,Ordinary Wear,ARTERIAL,7,"1632 LOWER WATER ST, HALIFAX",2023-07-21 12:00:00,1148,False,False,False,False,med,Norway Maple,3.0,False,False,5.0,False,0.5,-7076685.039,5565975.753,"Medium -> High: model predicts High (70%). Of 266 closed 'Brick Sidewalk - Brick Repair' WOs, HRM rated 62% High / 22% Medium / 17% Low. Factors: arterial road, open 3.1 yrs, Norway Maple at site."
11,72.1,High,High,False,High,0.003345296204596923,0.014979901995631612,0.9816748017997715,False,1184,444177,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,5,"81 ALDERNEY DR, DARTMOUTH",2026-03-20 12:00:00,175,False,False,False,False,none,,,,,,False,0.5,-7076370.842,5568837.448,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
12,72.0,High,High,False,High,0.007790136763220639,0.029793469436131086,0.9624163938006484,False,1184,437380,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,6,"107 MAIN ST, DARTMOUTH",2026-01-19 12:00:00,235,False,False,False,False,low,,,,,2.0,True,0.5,-7073331.327,5571564.522,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
13,72.0,High,High,False,High,0.006327779731526669,0.029114830146373546,0.9645573901220997,False,1184,438221,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,6,"145 MAIN ST, DARTMOUTH",2026-01-26 12:00:00,228,False,False,False,False,low,,,,,1.0,False,0.5,-7072974.525,5571633.635,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
14,71.9,High,High,False,High,0.0057261107042411675,0.03243580501734515,0.9618380842784137,False,1184,438217,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,6,"160 MAIN ST, DARTMOUTH",2026-01-26 12:00:00,228,False,False,False,False,none,,,,,1.0,False,0.5,-7072946.979,5571614.893,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
15,71.9,High,High,False,High,0.0057261107042411675,0.03243580501734515,0.9618380842784137,False,1184,438218,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,6,"160 MAIN ST, DARTMOUTH",2026-01-26 12:00:00,228,False,False,False,False,none,,,,,1.0,False,0.5,-7072940.102,5571614.805,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
16,71.8,High,High,False,High,0.004921174244719362,0.017527628803812936,0.9775511969514676,False,1184,444175,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,5,"33 ALDERNEY DR, DARTMOUTH",2026-03-20 12:00:00,175,False,False,False,False,low,,,,,3.0,False,0.5,-7076580.361,5569002.035,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
17,71.8,High,High,False,High,0.003755208879344023,0.013432140789748588,0.9828126503309074,False,1184,446404,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,5,"192 VICTORIA RD, DARTMOUTH",2026-04-08 12:00:00,156,False,False,False,False,med,Norway Maple,5.0,True,False,5.0,True,0.5,-7077625.203,5570760.184,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road, under wires Norway Maple at site."
18,71.7,High,High,False,High,0.009244737840990195,0.06774850960199727,0.9230067525570126,False,1184,426241,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,5,"337 PLEASANT ST, DARTMOUTH",2025-10-01 12:00:00,345,False,False,False,False,none,,,,,2.0,True,0.5,-7074086.968,5566903.284,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
19,71.2,High,High,False,High,0.016269430033991113,0.033906278986186054,0.9498242909798227,False,1184,438212,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,16,"1552 BEDFORD HWY, BEDFORD",2026-01-26 12:00:00,228,False,False,False,False,med,Littleleaf Linden,3.0,True,False,3.0,True,0.5,-7086177.969,5579583.723,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road, under wires Littleleaf Linden at site."
20,71.1,High,High,False,High,0.016862774941856735,0.03396926223699644,0.9491679628211468,False,1184,438224,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,16,"1597 BEDFORD HWY, BEDFORD",2026-01-26 12:00:00,228,False,False,False,False,high,Littleleaf Linden,3.0,False,False,3.0,True,0.5,-7086055.295,5579762.062,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road, Littleleaf Linden at site."
21,71.1,High,High,False,High,0.007620990974528186,0.033092485594857814,0.9592865234306139,False,1184,441490,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,5,"130 ALDERNEY DR, DARTMOUTH",2026-02-27 12:00:00,196,False,False,False,False,med,American Basswood,3.0,False,False,7.0,False,0.5,-7076047.093,5568868.995,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road, American Basswood at site."
22,71.0,High,High,False,High,0.008979021700860665,0.04336074234854044,0.9476602359505989,False,1184,438209,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,16,"258 ROCKY LAKE DR, BEDFORD",2026-01-26 12:00:00,228,False,False,False,False,low,,,,,5.0,True,0.5,-7085282.371,5580308.412,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
23,71.0,High,High,False,High,0.017569406446676893,0.03585764507046822,0.9465729484828549,False,1184,438211,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,16,"1552 BEDFORD HWY, BEDFORD",2026-01-26 12:00:00,228,False,False,False,False,med,Littleleaf Linden,3.0,True,False,3.0,True,0.5,-7086178.193,5579586.406,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road, under wires Littleleaf Linden at site."
24,70.9,High,High,False,High,0.010604794968464898,0.04328960890402474,0.9461055961275103,False,1184,438208,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,16,"258 ROCKY LAKE DR, BEDFORD",2026-01-26 12:00:00,228,False,False,False,False,low,,,,,5.0,True,0.5,-7085281.628,5580310.759,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
25,70.8,High,High,False,High,0.010930015591505091,0.045795947078371986,0.9432740373301228,False,1184,438213,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,16,"1552 BEDFORD HWY, BEDFORD",2026-01-26 12:00:00,228,False,False,False,False,low,,,,,3.0,True,0.5,-7086251.297,5579472.942,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
26,70.7,High,High,False,High,0.010876537949137186,0.047421009414707775,0.9417024526361549,False,1184,438228,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,16,"1597 BEDFORD HWY, BEDFORD",2026-01-26 12:00:00,228,False,False,False,False,low,,,,,3.0,True,0.5,-7086131.591,5579634.106,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
27,70.6,High,High,False,High,0.012688774700302108,0.046058268841814846,0.941252956457883,False,1184,438210,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,16,"1600 BEDFORD HWY, BEDFORD",2026-01-26 12:00:00,228,False,False,False,False,none,,,,,3.0,True,0.5,-7086170.334,5579604.043,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
28,70.5,High,High,False,High,0.013741951556981418,0.04676625554432492,0.9394917928986937,False,1184,438203,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,16,"1597 BEDFORD HWY, BEDFORD",2026-01-26 12:00:00,228,False,False,False,False,low,,,,,3.0,False,0.5,-7086147.004,5579582.193,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
29,70.5,High,High,False,High,0.012958347741490742,0.04732120233748192,0.9397204499210274,False,1184,438204,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,16,"1597 BEDFORD HWY, BEDFORD",2026-01-26 12:00:00,228,False,False,False,False,low,,,,,3.0,False,0.5,-7086144.811,5579581.77,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
30,70.5,High,High,False,High,0.01759911714309335,0.04269729317389196,0.9397035896830146,False,1184,438205,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,16,"1597 BEDFORD HWY, BEDFORD",2026-01-26 12:00:00,228,False,False,False,False,none,,,,,,False,0.5,-7086140.144,5579600.372,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
31,70.5,High,High,False,High,0.01759911714309335,0.04269729317389196,0.9397035896830146,False,1184,438207,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,16,"426 ROCKY LAKE DR, BEDFORD",2026-01-26 12:00:00,228,False,False,False,False,none,,,,,,False,0.5,-7084746.308,5580752.028,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
32,70.4,High,High,False,High,0.01678275637893412,0.027291624250428432,0.9559256193706374,False,1184,426229,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MAJOR COLLECTOR,5,"204 PLEASANT ST, DARTMOUTH",2025-10-01 12:00:00,345,False,False,False,False,low,,,,,4.0,True,0.335,-7074613.432,5568211.632,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: major collector road."
33,70.1,High,High,False,High,0.01032760097075465,0.03746162764541893,0.9522107713838264,False,1184,426242,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MAJOR COLLECTOR,3,"365 PLEASANT ST, DARTMOUTH",2025-10-01 12:00:00,345,False,False,False,False,none,,,,,,False,0.335,-7073917.325,5566528.933,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: major collector road."
34,70.1,High,High,False,High,0.009416006895012116,0.042658317744811484,0.9479256753601764,False,1184,443460,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,15,"546 SACKVILLE DR, LOWER SACKVILLE",2026-03-16 12:00:00,179,False,False,False,False,none,,,,,,False,0.5,-7089189.1,5584900.82,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
35,70.1,High,High,False,High,0.009416006895012116,0.042658317744811484,0.9479256753601764,False,1184,443461,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,15,"546 SACKVILLE DR, LOWER SACKVILLE",2026-03-16 12:00:00,179,False,False,False,False,none,,,,,,False,0.5,-7089184.036,5584896.563,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
36,69.9,High,High,False,High,0.016771508175374452,0.03466023790712972,0.9485682539174958,False,1184,426233,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MAJOR COLLECTOR,3,"237 PLEASANT ST, DARTMOUTH",2025-10-01 12:00:00,345,False,False,False,False,low,,,,,3.0,True,0.335,-7074428.838,5567873.768,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: major collector road."
37,69.8,High,High,False,High,0.009585501536213445,0.049848089966815,0.9405664084969715,False,1184,442491,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,15,"381 SACKVILLE DR, LOWER SACKVILLE",2026-03-09 12:00:00,186,False,False,False,False,low,,,,,4.0,True,0.5,-7088292.177,5584387.452,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
38,69.6,High,High,False,High,0.018148086370470096,0.03862121447354097,0.943230699155989,False,1184,426230,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MAJOR COLLECTOR,5,"214 PLEASANT ST, DARTMOUTH",2025-10-01 12:00:00,345,False,False,False,False,low,,,,,2.0,True,0.335,-7074553.833,5568097.697,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: major collector road."
39,69.6,High,High,False,High,0.014323259813175877,0.0390362546587488,0.9466404855280754,False,1184,446382,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,12,"1291 ST MARGARETS BAY RD, BEECHVILLE",2026-04-08 12:00:00,156,False,False,False,False,none,,,,,,False,0.5,-7089832.773,5564726.396,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
40,69.6,High,High,False,High,0.014323259813175877,0.0390362546587488,0.9466404855280754,False,1184,446384,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,12,"1291 ST MARGARETS BAY RD, BEECHVILLE",2026-04-08 12:00:00,156,False,False,False,False,none,,,,,,False,0.5,-7089817.428,5564725.364,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
41,69.3,High,High,False,High,0.005545140826686682,0.02487200464366553,0.9695828545296477,False,1184,436758,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MAJOR COLLECTOR,6,"50 TACOMA DR, DARTMOUTH",2026-01-13 12:00:00,241,False,False,False,False,none,,,,,,False,0.335,-7073300.376,5571384.672,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: major collector road."
42,69.2,High,High,False,High,0.004477424907682723,0.018376394394155268,0.977146180698162,False,1184,439699,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MAJOR COLLECTOR,5,"2 GLEN MANOR DR, DARTMOUTH",2026-02-09 12:00:00,214,False,False,False,False,none,,,,,3.0,False,0.335,-7075615.604,5571742.237,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: major collector road."
43,69.2,High,High,False,High,0.004477424907682723,0.018376394394155268,0.977146180698162,False,1184,439700,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MAJOR COLLECTOR,5,"2 GLEN MANOR DR, DARTMOUTH",2026-02-09 12:00:00,214,False,False,False,False,none,,,,,3.0,False,0.335,-7075613.062,5571742.147,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: major collector road."
44,69.1,High,High,False,High,0.007972151492777331,0.024888595039070763,0.967139253468152,False,1184,436763,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MAJOR COLLECTOR,6,"90 TACOMA DR, DARTMOUTH",2026-01-13 12:00:00,241,False,False,False,False,none,,,,,4.0,True,0.335,-7072776.24,5571387.9,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: major collector road."
45,69.0,High,High,False,High,0.007412596149625408,0.027654545556526824,0.9649328582938477,False,1184,436759,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MAJOR COLLECTOR,6,"90 TACOMA DR, DARTMOUTH",2026-01-13 12:00:00,241,False,False,False,False,low,,,,,4.0,True,0.335,-7072769.532,5571391.243,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: major collector road."
46,69.0,High,High,False,High,0.006777993874145409,0.026220505613018454,0.9670015005128362,False,1184,437374,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MAJOR COLLECTOR,6,"85 TACOMA DR, DARTMOUTH",2026-01-19 12:00:00,235,False,False,False,False,low,,,,,2.0,True,0.335,-7072948.231,5571404.295,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: major collector road."
47,69.0,High,High,False,High,0.006777993874145409,0.026220505613018454,0.9670015005128362,False,1184,437375,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MAJOR COLLECTOR,6,"85 TACOMA DR, DARTMOUTH",2026-01-19 12:00:00,235,False,False,False,False,low,,,,,2.0,True,0.335,-7072954.287,5571405.903,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: major collector road."
48,69.0,High,High,False,High,0.005545140826686682,0.02487200464366553,0.9695828545296477,False,1184,438222,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MAJOR COLLECTOR,6,"15 CALEDONIA RD, DARTMOUTH",2026-01-26 12:00:00,228,False,False,False,False,none,,,,,,False,0.335,-7072047.328,5572006.286,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: major collector road."
49,68.7,Low,High,True,High,0.01589649432916323,0.030850343538507272,0.9532531621323295,False,1184,434747,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MAJOR COLLECTOR,5,"451 WINDMILL RD, DARTMOUTH",2025-12-22 12:00:00,263,False,False,False,False,none,,,,,,False,0.335,-7079769.229,5572071.05,"Low -> High: model predicts High (95%). Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: major collector road."
50,68.0,Low,High,True,High,0.019758959820338647,0.03859706721988774,0.9416439729597735,False,1184,434757,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MAJOR COLLECTOR,5,"450 WINDMILL RD, DARTMOUTH",2025-12-22 12:00:00,263,False,False,False,False,none,,,,,3.0,True,0.335,-7079755.185,5572055.753,"Low -> High: model predicts High (94%). Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: major collector road."
51,67.5,Low,High,True,High,0.024914607808327882,0.042369725248400984,0.9327156669432712,False,1184,434749,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MAJOR COLLECTOR,5,"441 WINDMILL RD, DARTMOUTH",2025-12-22 12:00:00,263,False,False,False,False,low,,,,,5.0,True,0.335,-7079709.556,5571868.473,"Low -> High: model predicts High (93%). Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: major collector road."
52,67.5,Low,High,True,High,0.024914607808327882,0.042369725248400984,0.9327156669432712,False,1184,434750,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MAJOR COLLECTOR,5,"441 WINDMILL RD, DARTMOUTH",2025-12-22 12:00:00,263,False,False,False,False,low,,,,,5.0,True,0.335,-7079707.329,5571859.372,"Low -> High: model predicts High (93%). Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: major collector road."
53,67.5,Low,High,True,High,0.024914607808327882,0.042369725248400984,0.9327156669432712,False,1184,434751,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MAJOR COLLECTOR,5,"441 WINDMILL RD, DARTMOUTH",2025-12-22 12:00:00,263,False,False,False,False,low,,,,,5.0,True,0.335,-7079708.638,5571862.13,"Low -> High: model predicts High (93%). Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: major collector road."
